الشكل جميل فقط, 0 '
'حتى بعد تجربتها في عدة اجهزة ما زالت المشكلة نفسها, 0 '
'صانعة الاومليت السحرية تكنولوجيا الطهي الافقي جهاز رائع للمنزل ينصح بقتنائه للجميع و هو عملي جدا و مفيد, 1 '
'إيجابيات و سلبيات منظم الدولاب الجديد, 0 '
'لحد الان تحت التجربه وصعب نحكم على السلعه قبل التجربه لكن من النظره الاولى ارى انها لا تؤدي المطلوب شكرا للجميع, 0 '
'الجهاز جدا عملي ووممتاز يوفر عليك والوقت والجهد وسهل الاستخدام أنصح الجميع شراء هذي السلع من واقع تجربتي, 1 '
'ريحتها مثل الكالونيا طبعا هذا رأيي الشخصي وفي الاول والاخير اشكر سوق دوت كوم على ماتقدمه من خدمات, 0 '
'ممتازة ومريحة لو في ثلاث عجلات للدرج اريح وافضل, 1 '
'ممتازة وخفيفة الوزن ويوجد مكان لتخزين وحفظ البخور, 1 '
'الكاميرا وحشه جدا وبتقطع عند تسجيل اكونت جوجل الجهاز بيهنج خالص لا يوجد به سينسور لا انصح اى شخص بشراء هذا الجهاز, 0 '
'اخترب و انا بعدي ما استخدمته اول شي جربته اشوي و استوى و بعدين يوم كنت بجربه مره ثانيه ما استوى حاولت فيه وايد بس ما نفع و خلص يعني ما اقدر استخدمه مره ثانيه, 0 '
'المفروض تكتب كافة بيانات المنتج وصناعته عشان الناس متشتريش غلط, 0 '
'الالة ممتازة وأنصح بشرائها سريعة في ازالة الشعر ودقيقة والاضاءة مساعدة جدا وأشكركم على الدقة والسرعة في موعد وصول السلعة, 1 '
'صندوق رائع وجودته ممتازة وبسعر مناسب, 1 '
'عادي, 0 '
'بشكل عام رائعه جدا ينقصها بعض الاضافات الممكنه والبسيطه مثل الواي فاي, 1 '
'عطر رائع جدا مع انه يصنع منذ أكثر من 20 سنة إلا أنه لازال بنفس الجودة والرائحة ذاتها لم تتغير, 0 '
'مطابقة للمواصفات والمقاييس المذكورة في العرض, 1 '
'العطر نوعا ما جيد ورائحته من فئة البهارات ولمن يحب هذه الفئه من العطور انصحه ياخذ هذا العطر, 0 '
'السلعة ممتاز كجودة لكن لا تتحمل الحرارة ابدا المكان الذي تضع فيه الجوال مادة شبة صمغية من شدة حرارة الجو ذابة وأضرة بجوالي حين استعمالة انا اعيش في السعودية المنطقة الشرقية المنتج لا يتحمل الحرارة, 0 '
'والله ثم والله هذا البائع كفو وسعره منافس للجميع والنتج اصلي 100 بي 100 وفعال وانا انصح فيه لجميع المناطق الغير مرغوب فيها وشكرا عصام ويا ريت تجيب جميع منتجات بارتنر لاف ارجوك, 1 '
'جيدة نوعا ما, 0 '
'فخم جدا ويصلح للمناسبات الرسمية, 1 '
'المنتج جيد بس دة برودباند وليس روتر بمعنى ادق سوتش توزيع وتقوية شبكة وليس روتر يتم ادخال خط تليفون بة ومخالف لما تم الشراء لاجلة, 0 '
'قلم ممتاز بالنسبة للسعر واسم الماركة اسعار شيروتي بالنسبة للاكسسوارات الرجالية اقلام ومحافظ وكبكات, 1 '
'ممتازه نوع ما, 0 '
'السلعه ما شاء الله تبارك الرحمن اﻷصليه وكانت بعلبة هدايا جدا مرتبه ومغلفه بشكل حلو, 1 '
'السعر مناسب وعملية وصحية لاتستخدم الزيت في عمل الفشار وتعمل علي جهد منزلي 220 فولت مثل الكهربا ء في مصر, 1 '
'الاعلان جيد وكذلك السعر الا انها لاترتقي لذلك, 0 '
'زيت فعال جدا ومفيد لتطويل الشعر ومنع تساقطه, 1 '
'رغم ان السماعات تعمل بشكل جيد حتي الان لكن الماوس توقف عن العمل بعد اسبوعين فقط من تشغيله وحتي الان لا يعمل ولا اعلم ما حدث له, 0 '
'السلعة ممتازة انا جربتها من شخص قبل ما اطلبها ولكن للاسف بعد ما وصلتني زعلت لان التغليف كان سئ مما ادى الى ان السلعة لم تكن صالحة للاستخدام, 1 '
'اعجبني جيدا هذا المنتج, 0 '
'السلعة ممتازة وذات خامة بلاستيكية متينة ترتب الاحذية في شكل انيق ونظيف وﻻ تأخذ حيز كبير حيث يمكن تعليقها خلف اي باب واشكر البائع على جودة منتجه ومصداقيته في مطابقة المنتج للمواصفات والصورة المرفقة بالسلعة, 1 '
'هذا الشاحن تقليد مش اصلى واضح من الخامه والتقفيل شاحن 4 الاصلى 2 امبير ولكن هذا الشاحن 1 امبير, 0 '
'لو كان سعره اقل وفيه فلاش كنت قيمته اكار من كدا فشل واضح من سوني انها ماحطتش ليه فلاش, 0 '
'رائعه جد, 1 '
'الجهاز عملى ومطابق للمواصفات المعروضة ويمكننى استخدامه كتابليت او تنزيل تطبيقات والاستمتاع اثناء القيادة بتشغيل اليوتيوب والانترنت والتوجيه رائع اكثر من برنامج وخاصة برنامج السايجك وبرنامج البر عارف كل الطرق, 1 '
'مممممتاااازه, 1 '
'ممتازة وســـهــــلة الاستعمال ويمكن شبــــك سلك شاحن 5 لتعـــــــزيز النقل و 7 منافذ استعملتها جميعها, 1 '
'آلة قلي البيض رائعة ومدهشة جدا وسهلة الاستخدام واقتصادية كنت متردد في شرائها ولكن الان اعجبتني وانصح بشرائها, 1 '
'جيد وسهل الاستخدام ارجوا ان يصمد ولا يصاب بعطل, 1 '
'صغير الحجم جدا, 0 '
'جودة أقل بسعر أقل وليس تخفيض للأصلي, 0 '
'يكون هذا المنتج مثاليا بعد عدة جلسات في المستشفى, 1 '
'اللون راائع وثااابت ويروطب ويدوووم طووويلا وكما هوو مطلووووب كان هناك تاخير بسيط انصح بشراءه وتعامل ممتاااااااااز, 1 '
'شكله رائع ووزنه خفيف, 1 '
'لاأنصح بإقتنائها, 0 '
'المناديل لاتقوم بفائدتها تترك بقعة بيضاء ع الملابس ورائحتها سيئة جدا, 0 '
'انت كده بوظت المنتج انا ماجيكن وبجيب انواع مختلفه من اوراق العب ده غير ان سعر الكتشينا البى اصلا ب 20 جنيه انت تبعهه ب 45 جنيه يا مفترى تكسب 125 واصلن المنتج بايظ ومفتوح, 0 '
'غالي جدا جدا دبل السعر في المحلات ارخص من سوق, 0 '
'بيسرب علي الموتور و الحجارة ضعيفة علي الموتور, 0 '
'تم استلام السلعه وتجربتها واعجبتني كثيرا وعمليه ودقيقه وسهله الاستخدام مثلما تم ذكره فالاعلان فشكرا سوق كوم تستحقون الاشاده والشكر وقد اعجبني التغليف والجوده, 1 '
'رائع وانيق وللونه مميز وتوجد رقي في الخدمه ومصداقيه والسلاسل خلف الفستان رائعه وسليمه, 1 '
'الخامة سيئة ولا تعمل, 0 '
'جيدة جدا و الجودة في التصنع, 1 '
'استخدامها سهل وممتع جدا, 1 '
'جميلة وأنيقة للإستخدام اليومي ولجميع المناسبات, 1 '
'إيجابيات و سلبيات كرت التقاط فيديو 4 قنوات وصلة أربعة مداخل من ايزي كاب 4, 0 '
'لم يعجبني ومختلف, 0 '
'اعجبني, 1 '
'انصح باقتنائها, 1 '
'الصناعه رديئه ويوجد خلل بالتركيب, 0 '
'رايي عن السلعه بانها فعلا ممتازه وانصح بها اي شخص يرغب في شرائها بان يشتريها ويستخدمها بدون تردد, 1 '
'كاميرا جدا ممتازه ودرجة الوضوح في التصوير جيده وسهلة الاستخدام, 1 '
'للأسف السكرين بروتكتور مش دي وده للأسف عدم جدية, 0 '
'اللعبة جدا ممتعه ومشوقه التغليف كان ممتاز البائع محترف, 1 '
'ليس جيدا منتج فاشل, 0 '
'جيده وكذلك السعر مناسب لحجم العلب الموجوده ويمكن التخزين على حسب الاحتياجات او شراء المزيد للمحافظه على الاطعمه, 1 '
'مو كويس وغالي جداا, 0 '
'رائحت العطر جميلة مقارنه مع بعض العطور المعروضة و التى سبق وان اشتريتها من قبل و الحجم والشكل صغير و مناسب, 0 '
'ممتازةالسلعة مطابقة للوصف تماما وتعتبر ممتازة مقارنة بشاشات الملاحة الصينية الاخرى حيث جربت اكثر من واحدة وهذه تعتبر افضلهم وتستاهل المبلغ المدفوع, 1 '
'سيئ جدا, 0 '
'الكفر يخدش الجوال ويضعف اتصال الواي فاي ولا يحمي الجوال وسريع الكسر وللاسف أشتريت قطعتين لي ولزوجتي ورميتها, 0 '
'جيده والصناعه مصريه, 1 '
'الجهاز تم تجربته على حالة مرضية بالسكر تعاني من الام القدم وكان مناسب لتخفيف الالم اذا استخدم بالطريقة الصحيحة ويضا لمن لديهم الالم بسبب تشققات القدم لا يعالج التشققات انما يخفف الالم الناتج عن تلك التشققات اثناء السير او العمل المنزلي, 1 '
